timestamp,type,severity,message,estimated_saving_kwh,condition
2009-02-20 20:00:00,Peak_Shift,Medium,High consumption 2.56kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.512,hour=20 & kW>1.30
2009-02-20 21:00:00,Peak_Shift,Medium,High consumption 2.24kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.449,hour=21 & kW>1.40
2009-02-21 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.74kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.437,hour in 1-5 & kW>0.8
2009-02-21 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.77kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.473,hour in 1-5 & kW>0.8
2009-02-21 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.95kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.649,hour in 1-5 & kW>0.8
2009-02-21 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.76kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.459,hour in 1-5 & kW>0.8
2009-02-22 18:00:00,Peak_Shift,High,High consumption 4.00kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.8,hour=18 & kW>1.11
2009-02-22 19:00:00,Peak_Shift,High,High consumption 3.85kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.77,hour=19 & kW>1.29
2009-02-22 20:00:00,Peak_Shift,High,High consumption 4.49kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.898,hour=20 & kW>1.50
2009-02-22 21:00:00,Peak_Shift,High,High consumption 4.67kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.935,hour=21 & kW>1.68
2009-02-23 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.36kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.059,hour in 1-5 & kW>0.8
2009-02-23 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.40kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.1,hour in 1-5 & kW>0.8
2009-02-23 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.35kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.048,hour in 1-5 & kW>0.8
2009-02-23 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.37kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.073,hour in 1-5 & kW>0.8
2009-02-23 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.36kW at 5h. Check standby: router, fridge, Sub_metering_3.",1.059,hour in 1-5 & kW>0.8
2009-02-23 20:00:00,Peak_Shift,High,High consumption 3.09kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.618,hour=20 & kW>2.31
2009-02-24 21:00:00,Peak_Shift,Medium,High consumption 2.11kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.423,hour=21 & kW>1.78
2009-02-25 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.94kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.644,hour in 1-5 & kW>0.8
2009-02-25 20:00:00,Peak_Shift,Medium,High consumption 1.70kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.339,hour=20 & kW>0.99
2009-02-25 21:00:00,Peak_Shift,Medium,High consumption 1.72kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.344,hour=21 & kW>0.98
2009-02-26 18:00:00,Peak_Shift,Medium,High consumption 1.69kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.338,hour=18 & kW>0.99
2009-02-26 19:00:00,Peak_Shift,Medium,High consumption 1.93kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.385,hour=19 & kW>1.04
2009-02-27 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.11kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.811,hour in 1-5 & kW>0.8
2009-02-27 18:00:00,Peak_Shift,Medium,High consumption 1.76kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.352,hour=18 & kW>1.45
2009-02-27 19:00:00,Peak_Shift,Medium,High consumption 1.96kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.393,hour=19 & kW>1.45
2009-02-27 20:00:00,Peak_Shift,Medium,High consumption 2.61kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.521,hour=20 & kW>1.55
2009-02-27 21:00:00,Peak_Shift,Medium,High consumption 2.54kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.507,hour=21 & kW>1.61
2009-02-28 18:00:00,Peak_Shift,High,High consumption 3.20kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.639,hour=18 & kW>1.52
2009-02-28 19:00:00,Peak_Shift,Medium,High consumption 2.74kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.547,hour=19 & kW>1.56
2009-03-01 20:00:00,Peak_Shift,High,High consumption 3.39kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.679,hour=20 & kW>2.03
2009-03-01 21:00:00,Peak_Shift,Medium,High consumption 2.44kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.488,hour=21 & kW>2.10
2009-03-02 03:00:00,Night_Idle_Waste,Low,"Idle consumption 0.83kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.529,hour in 1-5 & kW>0.8
2009-03-02 19:00:00,Peak_Shift,Medium,High consumption 1.68kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.335,hour=19 & kW>1.31
2009-03-02 20:00:00,Peak_Shift,Medium,High consumption 2.70kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.54,hour=20 & kW>1.28
2009-03-02 21:00:00,Peak_Shift,Medium,High consumption 1.51kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.303,hour=21 & kW>1.23
2009-03-03 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.99kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.693,hour in 1-5 & kW>0.8
2009-03-03 20:00:00,Peak_Shift,Medium,High consumption 2.27kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.455,hour=20 & kW>1.47
2009-03-03 21:00:00,Peak_Shift,Medium,High consumption 2.11kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.421,hour=21 & kW>1.50
2009-03-04 18:00:00,Peak_Shift,Medium,High consumption 2.68kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.537,hour=18 & kW>1.46
2009-03-04 19:00:00,Peak_Shift,Medium,High consumption 2.05kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.41,hour=19 & kW>1.50
2009-03-04 20:00:00,Peak_Shift,Medium,High consumption 1.54kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.308,hour=20 & kW>1.46
2009-03-04 21:00:00,Peak_Shift,Medium,High consumption 2.42kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.485,hour=21 & kW>1.48
2009-03-05 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.01kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.707,hour in 1-5 & kW>0.8
2009-03-05 19:00:00,Peak_Shift,Medium,High consumption 2.10kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.42,hour=19 & kW>1.35
2009-03-05 20:00:00,Peak_Shift,Medium,High consumption 2.33kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.467,hour=20 & kW>1.39
2009-03-06 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.02kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.717,hour in 1-5 & kW>0.8
2009-03-06 19:00:00,Peak_Shift,Medium,High consumption 1.81kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.361,hour=19 & kW>1.34
2009-03-06 20:00:00,Peak_Shift,High,High consumption 3.38kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.675,hour=20 & kW>1.39
2009-03-06 21:00:00,Peak_Shift,Medium,High consumption 2.18kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.436,hour=21 & kW>1.47
2009-03-07 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.87kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.567,hour in 1-5 & kW>0.8
2009-03-07 18:00:00,Peak_Shift,Medium,High consumption 2.67kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.534,hour=18 & kW>1.56
2009-03-07 19:00:00,Peak_Shift,Medium,High consumption 2.46kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.491,hour=19 & kW>1.59
2009-03-07 20:00:00,Peak_Shift,Medium,High consumption 1.57kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.314,hour=20 & kW>1.50
2009-03-08 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.90kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.597,hour in 1-5 & kW>0.8
2009-03-08 18:00:00,Peak_Shift,High,High consumption 3.41kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.683,hour=18 & kW>1.82
2009-03-08 21:00:00,Peak_Shift,High,High consumption 3.85kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.77,hour=21 & kW>1.90
2009-03-09 19:00:00,Peak_Shift,Medium,High consumption 1.80kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.361,hour=19 & kW>1.42
2009-03-09 20:00:00,Peak_Shift,Medium,High consumption 2.56kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.513,hour=20 & kW>1.49
2009-03-09 21:00:00,Peak_Shift,Medium,High consumption 2.42kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.484,hour=21 & kW>1.42
2009-03-10 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.09kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.785,hour in 1-5 & kW>0.8
2009-03-10 19:00:00,Peak_Shift,Medium,High consumption 1.69kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.338,hour=19 & kW>1.53
2009-03-10 21:00:00,Peak_Shift,Medium,High consumption 1.86kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.372,hour=21 & kW>1.44
2009-03-11 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.96kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.661,hour in 1-5 & kW>0.8
2009-03-11 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.03kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.728,hour in 1-5 & kW>0.8
2009-03-11 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.01kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.714,hour in 1-5 & kW>0.8
2009-03-11 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.86kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.56,hour in 1-5 & kW>0.8
2009-03-11 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.01kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.707,hour in 1-5 & kW>0.8
2009-03-11 21:00:00,Peak_Shift,High,High consumption 3.55kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.71,hour=21 & kW>2.12
2009-03-12 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.92kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.621,hour in 1-5 & kW>0.8
2009-03-12 19:00:00,Peak_Shift,Medium,High consumption 1.76kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.352,hour=19 & kW>1.67
2009-03-12 20:00:00,Peak_Shift,Medium,High consumption 1.93kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.386,hour=20 & kW>1.70
2009-03-12 21:00:00,Peak_Shift,Medium,High consumption 1.68kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.337,hour=21 & kW>1.60
2009-03-13 20:00:00,Peak_Shift,Medium,High consumption 1.78kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.356,hour=20 & kW>1.16
2009-03-13 21:00:00,Peak_Shift,Medium,High consumption 1.59kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.318,hour=21 & kW>1.15
2009-03-14 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.82kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.522,hour in 1-5 & kW>0.8
2009-03-14 18:00:00,Peak_Shift,Medium,High consumption 2.49kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.498,hour=18 & kW>1.44
2009-03-14 19:00:00,Peak_Shift,Medium,High consumption 2.54kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.508,hour=19 & kW>1.51
2009-03-14 20:00:00,Peak_Shift,Medium,High consumption 2.49kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.498,hour=20 & kW>1.54
2009-03-14 21:00:00,Peak_Shift,Medium,High consumption 2.57kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.513,hour=21 & kW>1.59
2009-03-15 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.54kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.238,hour in 1-5 & kW>0.8
2009-03-15 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.50kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.199,hour in 1-5 & kW>0.8
2009-03-15 19:00:00,Peak_Shift,Medium,High consumption 2.23kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.447,hour=19 & kW>1.81
2009-03-16 20:00:00,Peak_Shift,Medium,High consumption 1.70kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.34,hour=20 & kW>1.15
2009-03-16 21:00:00,Peak_Shift,Medium,High consumption 2.88kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.576,hour=21 & kW>1.21
2009-03-17 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.98kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.684,hour in 1-5 & kW>0.8
2009-03-17 19:00:00,Peak_Shift,Medium,High consumption 2.33kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.465,hour=19 & kW>1.47
2009-03-17 20:00:00,Peak_Shift,High,High consumption 3.87kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.775,hour=20 & kW>1.58
2009-03-17 21:00:00,Peak_Shift,Medium,High consumption 2.74kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.547,hour=21 & kW>1.57
2009-03-18 21:00:00,Peak_Shift,Medium,High consumption 2.55kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.509,hour=21 & kW>1.24
2009-03-20 19:00:00,Peak_Shift,High,High consumption 3.13kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.626,hour=19 & kW>1.10
2009-03-20 20:00:00,Peak_Shift,Medium,High consumption 2.24kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.448,hour=20 & kW>1.18
2009-03-20 21:00:00,Peak_Shift,Medium,High consumption 1.52kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.304,hour=21 & kW>1.22
2009-03-21 18:00:00,Peak_Shift,Medium,High consumption 2.71kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.543,hour=18 & kW>1.46
2009-03-21 19:00:00,Peak_Shift,High,High consumption 3.59kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.719,hour=19 & kW>1.48
2009-03-21 20:00:00,Peak_Shift,Medium,High consumption 2.98kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.595,hour=20 & kW>1.52
2009-03-21 21:00:00,Peak_Shift,Medium,High consumption 2.62kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.523,hour=21 & kW>1.57
2009-03-22 19:00:00,Peak_Shift,Medium,High consumption 1.61kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.323,hour=19 & kW>1.56
2009-03-22 20:00:00,Peak_Shift,Medium,High consumption 1.60kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.32,hour=20 & kW>1.50
2009-03-22 21:00:00,Peak_Shift,Medium,High consumption 1.72kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.344,hour=21 & kW>1.45
2009-03-23 19:00:00,Peak_Shift,Medium,High consumption 1.78kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.355,hour=19 & kW>1.08
2009-03-23 20:00:00,Peak_Shift,Medium,High consumption 2.29kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.459,hour=20 & kW>1.12
2009-03-24 19:00:00,Peak_Shift,High,High consumption 3.74kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.748,hour=19 & kW>1.30
2009-03-24 20:00:00,Peak_Shift,Medium,High consumption 2.30kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.46,hour=20 & kW>1.30
2009-03-24 21:00:00,Peak_Shift,Medium,High consumption 1.91kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.383,hour=21 & kW>1.34
2009-03-25 19:00:00,Peak_Shift,Medium,High consumption 2.41kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.482,hour=19 & kW>1.43
2009-03-25 20:00:00,Peak_Shift,Medium,High consumption 2.92kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.583,hour=20 & kW>1.46
2009-03-25 21:00:00,Peak_Shift,Medium,High consumption 1.74kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.347,hour=21 & kW>1.45
2009-03-26 20:00:00,Peak_Shift,Medium,High consumption 2.61kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.521,hour=20 & kW>1.14
2009-03-27 18:00:00,Peak_Shift,Medium,High consumption 1.73kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.346,hour=18 & kW>1.34
2009-03-27 19:00:00,Peak_Shift,Medium,High consumption 1.87kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.374,hour=19 & kW>1.38
2009-03-27 20:00:00,Peak_Shift,Medium,High consumption 2.90kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.58,hour=20 & kW>1.39
2009-03-27 21:00:00,Peak_Shift,Medium,High consumption 2.34kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.468,hour=21 & kW>1.44
2009-03-28 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.94kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.636,hour in 1-5 & kW>0.8
2009-03-28 18:00:00,Peak_Shift,High,High consumption 4.38kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.875,hour=18 & kW>1.71
2009-03-28 19:00:00,Peak_Shift,Medium,High consumption 2.86kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.572,hour=19 & kW>1.76
2009-03-28 20:00:00,Peak_Shift,Medium,High consumption 2.23kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.445,hour=20 & kW>1.73
2009-03-29 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.31kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.014,hour in 1-5 & kW>0.8
2009-03-29 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.13kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.825,hour in 1-5 & kW>0.8
2009-03-29 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.12kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.82,hour in 1-5 & kW>0.8
2009-03-29 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.16kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.858,hour in 1-5 & kW>0.8
2009-03-29 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.10kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.803,hour in 1-5 & kW>0.8
2009-03-29 20:00:00,Peak_Shift,Medium,High consumption 2.10kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.42,hour=20 & kW>1.97
2009-03-29 21:00:00,Peak_Shift,High,High consumption 3.28kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.656,hour=21 & kW>2.06
2009-03-30 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.96kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.658,hour in 1-5 & kW>0.8
2009-03-30 20:00:00,Peak_Shift,Medium,High consumption 2.15kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.429,hour=20 & kW>1.22
2009-03-30 21:00:00,Peak_Shift,Medium,High consumption 2.80kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.561,hour=21 & kW>1.20
2009-03-31 20:00:00,Peak_Shift,High,High consumption 3.51kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.701,hour=20 & kW>1.59
2009-03-31 21:00:00,Peak_Shift,Medium,High consumption 2.04kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.408,hour=21 & kW>1.55
2009-04-01 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.38kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.083,hour in 1-5 & kW>0.8
2009-04-01 19:00:00,Peak_Shift,Medium,High consumption 2.43kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.485,hour=19 & kW>1.40
2009-04-01 20:00:00,Peak_Shift,Medium,High consumption 2.15kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.43,hour=20 & kW>1.33
2009-04-01 21:00:00,Peak_Shift,Medium,High consumption 2.28kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.456,hour=21 & kW>1.35
2009-04-02 20:00:00,Peak_Shift,Medium,High consumption 2.86kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.572,hour=20 & kW>1.39
2009-04-02 21:00:00,Peak_Shift,Medium,High consumption 1.85kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.371,hour=21 & kW>1.37
2009-04-03 21:00:00,Peak_Shift,Medium,High consumption 1.65kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.329,hour=21 & kW>1.11
2009-04-04 18:00:00,Peak_Shift,Medium,High consumption 1.84kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.368,hour=18 & kW>1.58
2009-04-04 19:00:00,Peak_Shift,Medium,High consumption 2.28kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.456,hour=19 & kW>1.67
2009-04-04 20:00:00,Peak_Shift,High,High consumption 3.12kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.623,hour=20 & kW>1.77
2009-04-05 20:00:00,Peak_Shift,Medium,High consumption 2.18kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.437,hour=20 & kW>1.29
2009-04-06 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.83kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.528,hour in 1-5 & kW>0.8
2009-04-06 19:00:00,Peak_Shift,Medium,High consumption 1.66kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.332,hour=19 & kW>1.13
2009-04-06 20:00:00,Peak_Shift,Medium,High consumption 2.14kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.429,hour=20 & kW>1.13
2009-04-06 21:00:00,Peak_Shift,Medium,High consumption 2.12kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.423,hour=21 & kW>1.17
2009-04-07 20:00:00,Peak_Shift,Medium,High consumption 2.12kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.423,hour=20 & kW>1.14
2009-04-07 21:00:00,Peak_Shift,Medium,High consumption 2.31kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.462,hour=21 & kW>1.15
2009-04-08 20:00:00,Peak_Shift,Medium,High consumption 2.09kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.418,hour=20 & kW>1.31
2009-04-08 21:00:00,Peak_Shift,Medium,High consumption 2.45kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.489,hour=21 & kW>1.32
2009-04-09 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.00kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.703,hour in 1-5 & kW>0.8
2009-04-09 19:00:00,Peak_Shift,High,High consumption 3.40kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.679,hour=19 & kW>1.44
2009-04-09 20:00:00,Peak_Shift,High,High consumption 3.17kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.634,hour=20 & kW>1.50
2009-04-09 21:00:00,Peak_Shift,High,High consumption 3.42kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.683,hour=21 & kW>1.55
2009-04-10 19:00:00,Peak_Shift,Medium,High consumption 2.53kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.505,hour=19 & kW>1.64
2009-04-10 20:00:00,Peak_Shift,Medium,High consumption 2.59kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.519,hour=20 & kW>1.61
2009-04-10 21:00:00,Peak_Shift,Medium,High consumption 1.90kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.38,hour=21 & kW>1.53
2009-04-11 18:00:00,Peak_Shift,Medium,High consumption 2.01kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.402,hour=18 & kW>1.73
2009-04-11 19:00:00,Peak_Shift,High,High consumption 4.30kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.861,hour=19 & kW>1.82
2009-04-11 20:00:00,Peak_Shift,High,High consumption 4.15kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.829,hour=20 & kW>1.90
2009-04-11 21:00:00,Peak_Shift,Medium,High consumption 2.74kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.548,hour=21 & kW>1.94
2009-04-12 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.47kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.168,hour in 1-5 & kW>0.8
2009-04-12 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.46kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.163,hour in 1-5 & kW>0.8
2009-04-12 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.09kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.789,hour in 1-5 & kW>0.8
2009-04-12 19:00:00,Peak_Shift,Medium,High consumption 2.65kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.531,hour=19 & kW>1.74
2009-04-12 20:00:00,Peak_Shift,High,High consumption 5.10kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.02,hour=20 & kW>1.79
2009-04-12 21:00:00,Peak_Shift,High,High consumption 5.13kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,1.027,hour=21 & kW>1.91
